FID,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp
4830,1493237,2084883,Risk 1 (High),60654,41.890245550000003,-87.645909360000005,0,1,0,Canvass Re-Inspection,1874,MILWAUKEE,722.417800000000060,518.977499999999960,612.866700000000040,1117.431599999999900,2
4831,1092779,2084927,Risk 1 (High),60657,41.940026520000004,-87.653889320000005,1,1,0,Canvass,1911,BELMONT,246.833699999999990,426.970300000000010,169.329299999999990,1058.244700000000000,1
4832,1459991,2084976,Risk 1 (High),60617,41.702362260000001,-87.535136219999998,0,1,1,Complaint Re-Inspection,1916,EWING,423.870099999999980,618.225699999999960,608.448099999999950,1582.821999999999900,2
4833,1447569,2087609,Risk 1 (High),60606,41.884579049999999,-87.633969719999996,1,1,0,Canvass,1929,RANDOLPH,311.548700000000000,209.559699999999990,86.888199999999998,1988.239000000000000,2
4834,1493588,2087629,Risk 1 (High),60614,41.921849190000003,-87.653430229999998,1,1,0,Canvass,1896,WEBSTER,1050.749700000000100,358.227300000000010,271.749100000000000,1151.370200000000100,1
4835,1501843,2087634,Risk 1 (High),60636,41.768749669999998,-87.664059409999993,1,1,0,Canvass,1925,ASHLAND,1559.481600000000100,378.697900000000000,253.514800000000010,2412.678500000000000,2
4836,1459909,2087651,Risk 1 (High),60614,41.921335139999996,-87.663797930000001,0,1,0,Canvass Re-Inspection,1943,CLYBOURN,430.524700000000000,442.415799999999990,223.450099999999990,1824.132400000000000,2
4837,1473719,2087698,Risk 1 (High),60608,41.852329230000002,-87.695311889999999,1,1,0,Canvass,1899,CALIFORNIA,193.984800000000010,382.577999999999970,308.485900000000020,1591.274799999999900,1
4838,1199484,2087731,Risk 1 (High),60661,41.884187509999997,-87.641119669999995,1,1,0,Canvass,2000,CLINTON,412.867399999999980,799.347800000000010,698.989600000000000,1672.906099999999900,1
4839,1497175,2087734,Risk 1 (High),60654,41.891826829999999,-87.631279210000002,1,1,0,Canvass,1891,CLARK,191.093700000000010,578.926000000000040,665.465599999999990,751.334799999999970,1
4840,1385648,2087757,Risk 2 (Medium),60651,41.902222999999999,-87.767687780000003,0,1,0,Complaint Re-Inspection,1968,DIVISION,356.134300000000000,390.807300000000000,406.502999999999990,1756.897800000000000,2
4841,1493419,2087767,Risk 1 (High),60618,41.953846970000001,-87.721628490000001,1,1,0,Canvass,1934,Irving,165.856500000000010,983.261999999999940,517.123600000000010,1796.356700000000000,1
4842,1441391,2087859,Risk 2 (Medium),60657,41.939820460000000,-87.652747500000004,0,1,0,Canvass Re-Inspection,1911,BELMONT,223.559000000000000,427.209900000000000,376.449200000000020,750.394800000000030,2
4843,1512425,2087900,Risk 1 (High),60654,41.888741039999999,-87.637080539999999,0,1,0,Canvass Re-Inspection,1933,ORLEANS,1001.371300000000000,873.823099999999950,1003.640000000000000,917.838499999999950,3
4844,1199553,2088000,Risk 2 (Medium),60614,41.925519100000002,-87.649070140000006,0,1,0,Canvass Re-Inspection,1974,LINCOLN,182.629300000000000,519.956400000000030,71.736099999999993,1652.391300000000000,2
4845,1435250,2088056,Risk 2 (Medium),60614,41.918442460000001,-87.652015059999997,1,1,0,Canvass,1891,BISSELL,253.012499999999990,405.949000000000010,90.320800000000006,789.261999999999940,1
4846,1453308,2088105,Risk 1 (High),60604,41.878118510000000,-87.626809829999999,1,1,0,Canvass,1911,JACKSON,1778.044400000000000,529.861499999999980,574.384500000000000,1106.761199999999900,1
4847,1490817,2088161,Risk 2 (Medium),60616,41.853058660000002,-87.626944190000003,1,1,0,Complaint,1918,STATE,525.937999999999990,642.010099999999970,751.563999999999960,1645.577700000000000,1
4848,1494072,2088256,Risk 1 (High),60654,41.896662419999998,-87.637101380000004,0,1,0,Complaint,2008,CHICAGO,458.825499999999980,291.211599999999980,664.139699999999950,1616.706799999999900,1
4849,1401976,2088313,Risk 1 (High),60614,41.925062509999997,-87.639984150000004,0,1,0,Canvass Re-Inspection,1930,CLARK,464.587699999999980,536.129599999999980,255.200999999999990,1799.295800000000100,3
4850,1296954,2088431,Risk 1 (High),60643,41.711275690000001,-87.681913890000004,1,1,1,Canvass,1961,WESTERN,404.930799999999980,1367.083400000000000,1733.472800000000000,5243.921000000000300,1
4851,1199397,2088494,Risk 2 (Medium),60611,41.896808640000003,-87.626619910000002,1,0,0,Canvass,2005,CHICAGO,21087.105299999999000,173.377199999999990,387.038000000000010,1483.025500000000000,1
4852,1497126,2088498,Risk 2 (Medium),60622,41.895804660000003,-87.676909030000004,0,1,0,Canvass Re-Inspection,1904,CHICAGO,531.384300000000050,296.084600000000020,229.077100000000000,1745.134499999999900,2
4853,1482474,2088536,Risk 1 (High),60640,41.969357479999999,-87.659826570000007,0,1,0,Short Form Complaint,1906,BROADWAY,195.503500000000000,503.412800000000000,210.762400000000010,238.847500000000000,4
4854,1490313,2088562,Risk 1 (High),60647,41.927653200000002,-87.707119010000000,1,1,0,Canvass,2006,KEDZIE,403.764500000000000,492.099100000000020,360.473500000000000,1543.154600000000100,1
4855,1491133,2088572,Risk 1 (High),60601,41.884588370000003,-87.623272560000004,1,1,0,Canvass,2006,RANDOLPH,345.547800000000000,712.239400000000050,377.805499999999990,1894.732299999999900,1
4856,1372525,2088686,Risk 1 (High),60601,41.886312510000003,-87.620541770000003,1,1,0,Canvass,2008,COLUMBUS,1081.299800000000000,771.827300000000040,455.239800000000000,1351.840700000000000,1
4857,1418594,2088695,Risk 1 (High),60631,41.985318069999998,-87.829818380000006,0,1,0,Canvass,1972,HIGGINS,600.059999999999950,2587.618700000000000,2338.980700000000100,6103.347700000000300,3
4858,1497742,2088702,Risk 1 (High),60654,41.895636269999997,-87.628320320000000,1,0,0,Canvass Re-Inspection,1999,STATE,435.222500000000030,381.437400000000030,689.160499999999960,1654.648200000000100,2
4859,1497713,2088718,Risk 1 (High),60641,41.936602989999997,-87.746946100000002,1,1,0,Canvass,1923,CICERO,577.755900000000000,711.333099999999940,140.512400000000010,3272.709100000000000,2
4860,1497055,2088772,Risk 1 (High),60654,41.896697510000003,-87.635359309999998,1,1,0,Canvass,1891,CHICAGO,477.035799999999990,669.402199999999990,670.879500000000010,1774.191800000000100,1
4861,1464352,2088868,Risk 1 (High),60626,42.007762540000002,-87.667967360000006,1,1,1,Canvass,1918,MORSE,148.232100000000000,318.082200000000000,275.499000000000020,984.896200000000020,1
4862,1424651,2088929,Risk 1 (High),60630,41.967667839999997,-87.740183509999994,1,1,0,Canvass,1969,KENNETH,959.703200000000040,547.030899999999970,567.867100000000050,2406.027599999999900,2
4863,1453674,2088943,Risk 1 (High),60605,41.871811809999997,-87.624315499999994,0,1,0,Canvass Re-Inspection,1961,MICHIGAN,116.166900000000000,640.291100000000030,583.543800000000030,1683.201399999999900,4
4864,1497053,2088960,Risk 2 (Medium),60657,41.940653320000003,-87.644271259999996,1,1,0,Complaint,1937,BROADWAY,364.088100000000000,314.898300000000010,127.486300000000000,1498.641000000000100,1
4865,1464317,2088978,Risk 2 (Medium),60660,41.983377200000000,-87.669101209999994,1,1,0,Complaint,1911,BRYN,597.722899999999980,917.321500000000010,351.914499999999980,1957.372400000000000,1
4866,1497095,2088979,Risk 2 (Medium),60657,41.939886989999998,-87.644247699999994,1,1,0,Complaint,1916,BROADWAY,305.832200000000000,431.190000000000000,177.300000000000010,1483.786300000000000,1
4867,1459679,2088985,Risk 1 (High),60640,41.981704760000000,-87.660163639999993,0,1,0,Canvass Re-Inspection,1911,BROADWAY,412.978599999999970,561.007100000000040,657.317999999999980,622.834100000000030,2
4868,1447515,2089134,Risk 1 (High),60606,41.884579049999999,-87.633969719999996,1,1,0,Complaint,1929,RANDOLPH,435.222500000000030,209.559699999999990,86.888199999999998,1988.239000000000000,2
4869,1501276,2089154,Risk 1 (High),60632,41.799244250000001,-87.742800790000004,1,1,0,Canvass Re-Inspection,1950,CICERO,933.322999999999980,438.229600000000000,568.251300000000010,5841.375500000000100,3
4870,1401887,2089159,Risk 1 (High),60647,41.918048390000003,-87.677484609999993,1,1,0,Canvass,1902,DAMEN,202.590100000000010,303.024499999999990,184.928400000000010,1455.350700000000000,1
4871,1496486,2089173,Risk 1 (High),60625,41.981948780000003,-87.693369210000000,1,1,0,Canvass,1973,LINCOLN,101.532799999999990,555.928999999999970,411.218200000000020,2890.779599999999800,1
4872,1482406,2089194,Risk 1 (High),60640,41.964970719999997,-87.661158810000003,1,1,0,Canvass,1929,MAGNOLIA,339.458199999999980,397.667300000000010,158.481799999999990,1842.827000000000000,2
4873,1497242,2089198,Risk 1 (High),60625,41.968136950000002,-87.727653329999995,1,1,0,Canvass,1925,LAWRENCE,120.285700000000010,976.126200000000040,322.130600000000020,1933.553500000000000,1
4874,1473520,2089328,Risk 1 (High),60625,41.968005980000001,-87.688337300000001,1,1,0,Canvass,1936,LINCOLN,212.191300000000010,612.918900000000010,431.685099999999980,855.853600000000030,1
4875,1498021,2089469,Risk 2 (Medium),60602,41.882288180000003,-87.624517789999999,1,1,0,Canvass,1899,MICHIGAN,364.563499999999980,418.745099999999980,305.187200000000020,1486.269299999999900,1
4876,1513170,2089495,Risk 1 (High),60613,41.950239940000003,-87.663958030000003,1,1,0,Canvass,1923,SOUTHPORT,340.793299999999990,578.582700000000050,377.156999999999980,2360.871599999999900,2
4877,1488235,2092846,Risk 1 (High),60608,41.838089099999998,-87.651294609999994,0,1,0,Canvass,1955,31ST,513.491200000000050,366.924399999999990,512.995199999999950,2869.489999999999800,3
4878,1325229,2092884,Risk 1 (High),60647,41.917539159999997,-87.703727889999996,1,1,0,Complaint,1891,ARMITAGE,426.222399999999990,455.721600000000020,81.719600000000000,1468.940300000000000,2
4879,1199669,2092894,Risk 1 (High),60661,41.880447910000001,-87.641838980000003,0,1,0,Canvass Re-Inspection,2002,MONROE,294.020899999999980,973.944899999999960,596.103200000000020,867.093499999999950,4
4880,1453554,2092899,Risk 1 (High),60607,41.869396289999997,-87.664993339999995,1,1,0,Canvass,1985,TAYLOR,507.020699999999980,493.095800000000000,664.465100000000010,3386.645100000000200,1
4881,1459467,2092903,Risk 1 (High),60649,41.766384219999999,-87.572694470000002,0,1,0,Complaint Re-Inspection,1918,71ST,297.694399999999970,181.960199999999990,532.849699999999980,1508.791999999999900,5
4882,1441556,2092912,Risk 1 (High),60657,41.939787600000002,-87.654966290000004,0,1,0,Canvass Re-Inspection,1923,BELMONT,922.980300000000060,320.052799999999990,168.604899999999990,1353.438600000000000,3
4883,1490209,2092934,Risk 2 (Medium),60618,41.953939089999999,-87.714825759999997,1,1,0,Canvass,1900,IRVING,220.051500000000000,526.595500000000020,435.501399999999990,2109.129500000000000,1
4884,1199469,2092960,Risk 1 (High),60661,41.881558810000001,-87.641331230000006,1,1,0,Recent Inspection,1985,CLINTON,250.553500000000010,1090.852500000000000,456.915799999999990,1024.731100000000000,2
4885,1385436,2092973,Risk 1 (High),60639,41.924402340000000,-87.742318260000005,0,1,0,Canvass Re-Inspection,1925,FULLERTON,201.988499999999990,639.154199999999950,409.535599999999990,2170.654399999999900,2
4886,1494214,2092998,Risk 1 (High),60623,41.846341029999998,-87.713287109999996,1,1,0,Canvass,1907,25TH,643.121899999999980,525.733399999999960,624.871800000000010,2000.562200000000100,1
4887,1493785,2093000,Risk 1 (High),60614,41.925357360000000,-87.661388540000004,1,1,0,Canvass,1985,FULLERTON,151.237799999999990,460.651400000000020,112.667100000000000,1733.522800000000000,1
4888,1498156,2093116,Risk 1 (High),60618,41.952018959999997,-87.707816730000005,0,1,0,Canvass Re-Inspection,1910,KEDZIE,1111.478100000000000,549.151399999999970,752.264099999999980,2132.832600000000200,4
4889,1494226,2093201,Risk 1 (High),60608,41.852032880000003,-87.693788080000004,0,1,0,Complaint Re-Inspection,1919,CERMAK,245.409899999999990,503.090700000000030,443.770500000000030,1616.665099999999900,3
4890,1434229,2093205,Risk 1 (High),60617,41.706323800000000,-87.554836769999994,0,1,0,Canvass Re-Inspection,1922,MUSKEGON,488.357800000000000,2067.670400000000000,1924.530299999999900,1881.217900000000100,3
4891,1372685,2093237,Risk 2 (Medium),60603,41.879758879999997,-87.629503520000000,1,1,1,Canvass,1895,DEARBORN,293.531499999999990,639.579799999999980,381.836500000000000,161.251399999999990,1
4892,1199312,2093242,Risk 1 (High),60611,41.896599129999998,-87.625990340000001,1,1,0,Canvass,1989,CHICAGO,379.039100000000020,234.951200000000000,388.098999999999990,1651.553300000000000,1
4893,1199440,2093247,Risk 1 (High),60661,41.884309070000000,-87.642583770000002,1,1,0,Canvass,1892,JEFFERSON,525.937999999999990,647.532900000000040,719.122600000000030,1814.555699999999900,1
4894,1464224,2093440,Risk 1 (High),60645,41.998494620000002,-87.690053070000005,1,1,0,Canvass,1933,WESTERN,485.416999999999970,329.742900000000020,388.535900000000030,2333.859800000000200,1
4895,1498055,2093522,Risk 2 (Medium),60654,41.896457759999997,-87.636098039999993,1,1,0,Canvass,1956,CHICAGO,533.613299999999980,568.554099999999950,700.668000000000010,1758.016000000000100,1
4896,1199445,2093573,Risk 1 (High),60661,41.880083919999997,-87.640990779999996,0,1,0,Canvass Re-Inspection,1985,CLINTON,21087.105299999999000,966.915399999999980,673.941199999999980,707.980999999999990,3
4897,1424577,2093628,Risk 1 (High),60630,41.967671019999997,-87.767596240000003,0,1,0,Canvass Re-Inspection,1960,LAWRENCE,762.510700000000040,589.256700000000020,216.994900000000000,3415.444100000000200,3
4898,1385411,2093641,Risk 1 (High),60639,41.917150839999998,-87.736668080000001,1,1,0,Canvass,1953,ARMITAGE,300.750099999999970,462.506500000000020,492.144600000000030,1805.915000000000000,1
4899,1501334,2093646,Risk 2 (Medium),60614,41.922689110000000,-87.644693340000003,0,1,0,Canvass Re-Inspection,1891,LINCOLN,197.890199999999990,283.708800000000000,43.677500000000002,1609.929500000000000,2
4900,1497598,2093683,Risk 1 (High),60601,41.885638980000003,-87.629050019999994,1,1,0,Complaint,1987,LAKE,136.474099999999990,522.846599999999970,503.877299999999990,1610.123399999999900,2
4901,1515498,2093693,Risk 1 (High),60607,41.865599400000001,-87.647017860000005,0,1,0,Canvass Re-Inspection,2005,HALSTED,1068.971700000000100,1184.822300000000000,798.035200000000030,2316.210399999999900,3
4902,1395758,2093769,Risk 1 (High),60640,41.962648500000000,-87.655876610000007,1,1,0,Canvass,2010,BROADWAY,233.591500000000000,865.667299999999950,297.749399999999980,1557.138400000000000,1
4903,1418471,2093797,Risk 2 (Medium),60660,41.984971750000000,-87.669709220000001,1,1,0,Canvass,1974,ASHLAND,640.619800000000050,847.622799999999980,446.799300000000020,1825.853599999999900,1
4904,1439606,2093836,Risk 1 (High),60611,41.897426600000003,-87.627110230000000,1,1,0,Canvass,1994,PEARSON,348.230599999999980,299.801300000000030,303.630400000000010,1224.096500000000100,3
4905,1410222,2093845,Risk 1 (High),60616,41.855281699999999,-87.631992640000007,1,0,0,Canvass,2006,WENTWORTH,311.727800000000000,434.276900000000010,348.895400000000000,1921.104800000000100,1
4906,1325081,2093889,Risk 1 (High),60647,41.909976479999997,-87.709078719999994,1,1,0,Canvass,1890,NORTH,355.903500000000010,600.607899999999970,223.022099999999990,2027.211800000000000,1
4907,1497203,2093900,Risk 2 (Medium),60609,41.830782180000000,-87.626790180000000,1,1,0,Canvass,2010,STATE,346.970599999999990,988.419899999999980,102.946400000000000,2495.852699999999900,1
4908,1491096,2093902,Risk 2 (Medium),60632,41.807533460000002,-87.743003419999994,1,1,0,Canvass,2006,CICERO,290.812799999999980,426.883399999999990,346.395800000000010,6261.755500000000200,1
4909,1473312,2093908,Risk 2 (Medium),60707,41.930851320000002,-87.787755649999994,1,1,0,Canvass,2004,DIVERSEY,21087.105299999999000,1040.931900000000000,865.486499999999980,2831.245699999999900,1
4910,1493757,2093910,Risk 2 (Medium),60620,41.736334710000001,-87.628645219999996,1,1,0,Canvass,1974,87TH,480.020500000000030,403.678499999999990,874.079299999999990,3057.907999999999900,1
4911,1515356,2093922,Risk 2 (Medium),60632,41.793780470000002,-87.694960280000004,1,1,0,Canvass,1947,55TH,813.154300000000030,398.899999999999980,439.476000000000000,2833.198500000000000,1
4912,1199512,2094011,Risk 2 (Medium),60661,41.879392799999998,-87.641626180000003,1,1,1,Canvass,2005,ADAMS,318.409600000000010,782.449200000000020,749.679999999999950,854.292000000000030,1
4913,1497703,2094076,Risk 1 (High),60625,41.971969430000001,-87.679136139999997,0,1,0,Complaint Re-Inspection,1923,DAMEN,389.017699999999990,844.081900000000020,360.292100000000000,1923.687100000000100,3
4914,1107063,2094095,Risk 3 (Low),60640,41.969144790000001,-87.659101719999995,1,1,0,Canvass,1949,LAWRENCE,147.426999999999990,521.927900000000020,159.905900000000000,395.985400000000030,1
4915,1439454,2094115,Risk 1 (High),60611,41.900907670000002,-87.624026499999999,1,1,0,Canvass,1920,LAKE,869.894999999999980,535.626600000000050,566.632600000000020,1145.020700000000000,1
4916,1236210,2094168,Risk 1 (High),60631,41.993915180000002,-87.801432009999999,1,1,0,Canvass,1956,Northwest,1563.535699999999900,994.417100000000000,520.735900000000020,3241.259200000000000,1
4917,1439263,2094200,Risk 1 (High),60611,41.892456449999997,-87.622263630000006,0,1,1,Canvass Re-Inspection,1985,OHIO,495.331700000000010,502.082900000000000,105.453500000000010,1086.834499999999900,2
4918,1496885,2094212,Risk 1 (High),60654,41.890121379999997,-87.631860169999996,1,1,0,Canvass,1876,HUBBARD,158.784600000000010,186.298700000000000,450.563800000000010,508.436199999999990,1
4919,1395837,2094224,Risk 1 (High),60647,41.920009420000000,-87.687634700000004,1,1,0,Complaint,1891,WESTERN,405.917100000000000,621.659599999999950,253.125499999999990,2048.554900000000100,1
4920,1501721,2094226,Risk 1 (High),60613,41.961478120000002,-87.669501319999995,1,1,0,Canvass,1943,MONTROSE,457.154400000000010,556.522000000000050,708.140700000000040,1389.199800000000100,2
4921,1325034,2094246,Risk 1 (High),60612,41.881020489999997,-87.688671060000004,1,1,0,Short Form Complaint,1885,MADISON,114.396900000000000,322.030399999999990,725.719500000000040,3552.449700000000100,2
4922,1389315,2094259,Risk 1 (High),60644,41.885851559999999,-87.745532530000006,1,1,0,Canvass,1879,FULTON,269.646000000000020,286.704900000000010,474.775399999999990,2056.679200000000000,1
4923,1385288,2094313,Risk 2 (Medium),60644,41.886331740000003,-87.755137770000005,0,1,0,Complaint Re-Inspection,1894,LARAMIE,394.360400000000030,383.586000000000010,302.528000000000020,2066.228300000000200,2
4924,1401596,2094329,Risk 1 (High),60614,41.914989530000000,-87.654993610000005,1,1,0,Canvass,2005,CLYBOURN,104.004300000000000,433.316199999999980,436.548200000000010,2270.976900000000100,1
4925,1435064,2094445,Risk 1 (High),60625,41.975763460000003,-87.692199860000002,1,1,0,Canvass,1907,LINCOLN,163.671100000000000,827.628199999999990,351.920200000000020,2078.198400000000200,1
4926,1496219,2094560,Risk 1 (High),60613,41.952964420000001,-87.654646690000007,1,1,1,Canvass,1924,SHERIDAN,780.663000000000010,437.450100000000020,442.391300000000000,2171.144499999999900,1
4927,1496863,2094580,Risk 1 (High),60654,41.888074279999998,-87.634955199999993,1,1,0,Canvass,1933,MERCHANDISE,517.542900000000030,719.740000000000010,799.966900000000010,1520.860700000000000,1
4928,1496865,2094585,Risk 1 (High),60618,41.939161450000000,-87.712801780000007,1,1,0,Complaint,1920,BELMONT,153.459599999999990,700.243699999999990,523.226300000000040,2094.734199999999900,2
4929,1439246,2097901,Risk 1 (High),60611,41.893265149999998,-87.621812120000001,1,1,1,Canvass,1959,ONTARIO,395.097800000000010,625.330299999999970,329.697400000000020,1288.110100000000100,1
4930,1473332,2097931,Risk 2 (Medium),60637,41.787278379999997,-87.624057309999998,1,1,0,Canvass,1916,59TH,21087.105299999999000,55.221699999999998,606.810299999999980,4540.568400000000100,1
4931,1401923,2097956,Risk 1 (High),60638,41.796608589999998,-87.757323839999998,0,1,1,Canvass Re-Inspection,1951,ARCHER,258.484899999999980,636.285899999999970,954.455799999999950,5882.863699999999900,2
4932,1410221,2098003,Risk 1 (High),60616,41.855281699999999,-87.631992640000007,1,1,0,Canvass,2006,WENTWORTH,786.633199999999990,434.276900000000010,348.895400000000000,1921.104800000000100,1
4933,1329729,2098083,Risk 1 (High),60639,41.924059110000002,-87.751728000000000,1,1,0,Canvass,1929,FULLERTON,544.483799999999970,435.487000000000020,484.877700000000000,1552.136700000000000,1
4934,1439309,2098215,Risk 1 (High),60611,41.891120590000000,-87.623988699999998,0,1,0,Short Form Complaint,1925,MICHIGAN,247.070400000000010,857.486899999999990,521.120800000000030,1160.314200000000000,3
4935,1496223,2098253,Risk 1 (High),60610,41.896720930000001,-87.629922579999999,1,1,0,Canvass,1891,DEARBORN,173.319200000000000,631.221800000000030,512.219900000000050,1195.120400000000000,1
4936,1424385,2098288,Risk 1 (High),60656,41.979836270000000,-87.807127420000000,1,1,0,Canvass Re-Inspection,1998,HARLEM,610.443800000000010,889.298599999999960,705.046799999999960,3191.864599999999900,2
4937,1199575,2098323,Risk 1 (High),60661,41.885594490000003,-87.643462459999995,1,1,0,Canvass Re-Inspection,2004,LAKE,21087.105299999999000,439.934700000000020,630.551600000000010,1861.799400000000100,3
4938,1497921,2098412,Risk 1 (High),60647,41.922711370000002,-87.687427560000003,1,1,0,Canvass,1889,WESTERN,362.546899999999990,212.069200000000000,350.470199999999980,2141.552299999999800,2
4939,1447572,2098531,Risk 1 (High),60606,41.885136529999997,-87.633766499999993,0,1,0,Canvass Re-Inspection,1990,WELLS,257.863600000000020,207.519700000000000,242.462799999999990,2047.675999999999900,2
4940,1325020,2098659,Risk 2 (Medium),60612,41.875484229999998,-87.705822100000006,1,1,0,Canvass,1985,KEDZIE,310.087800000000020,923.838799999999990,850.974399999999950,2177.190599999999900,1
4941,1325109,2098744,Risk 1 (High),60647,41.915372030000000,-87.677714750000007,1,1,0,Canvass,1896,DAMEN,703.692999999999980,478.297599999999990,344.169300000000020,1900.146800000000000,1
4942,1453283,2098829,Risk 2 (Medium),60601,41.884586270000000,-87.631010450000005,1,1,0,Canvass,1911,RANDOLPH,633.096400000000020,689.993200000000000,561.506099999999950,1693.791199999999900,1
4943,1325143,2098830,Risk 1 (High),60647,41.910345620000001,-87.679066579999997,1,1,1,Canvass,1923,NORTH,272.877599999999970,442.387000000000000,259.599200000000000,1158.621500000000000,1
4944,1506220,2098852,Risk 1 (High),60634,41.959965869999998,-87.767372879999996,1,1,0,Canvass,1950,CENTRAL,527.825900000000050,492.484100000000010,245.427500000000010,2060.732100000000200,2
4945,1491027,2098861,Risk 1 (High),60608,41.852149019999999,-87.684653170000004,1,1,0,Canvass,1990,CERMAK,515.837300000000030,457.779699999999990,279.780899999999970,1490.149200000000100,1
4946,1401353,2098866,Risk 1 (High),60614,41.931578500000001,-87.648824939999997,1,1,0,Canvass,1895,HALSTED,299.918700000000000,556.716300000000050,188.134199999999990,658.125800000000030,1
4947,1501359,2098868,Risk 1 (High),60625,41.975847410000000,-87.709603560000005,0,1,0,Canvass Re-Inspection,1964,FOSTER,722.429099999999950,613.495999999999980,441.257200000000010,2257.701000000000000,3
4948,1473934,2098901,Risk 1 (High),60647,41.924694270000003,-87.718593380000002,1,1,0,Canvass,1910,FULLERTON,1068.971700000000100,337.974400000000000,66.128900000000002,1883.776300000000000,1
4949,1502120,2098970,Risk 1 (High),60611,41.891120590000000,-87.623988699999998,1,1,0,Canvass,1925,MICHIGAN,332.282100000000010,857.486899999999990,521.120800000000030,1160.314200000000000,2
4950,1453483,2099004,Risk 1 (High),60605,41.866073589999999,-87.624267669999995,1,1,0,Complaint,2005,MICHIGAN,227.718799999999990,358.000600000000020,346.120799999999970,2117.838200000000100,2
4951,1501967,2099079,Risk 1 (High),60611,41.897438610000002,-87.625640270000005,0,1,1,Short Form Complaint,1927,PEARSON,370.931899999999980,381.077699999999990,335.605900000000020,1510.003099999999900,4
4952,1493406,2099136,Risk 1 (High),60654,41.891718390000001,-87.632337960000001,1,1,0,Canvass,1903,GRAND,278.788299999999990,538.911899999999950,608.501200000000040,892.965199999999980,1
4953,1471485,2099171,Risk 2 (Medium),60639,41.931086919999998,-87.771892059999999,1,1,1,Canvass,1929,DIVERSEY,3288.418099999999900,531.347899999999980,845.320600000000010,3298.743700000000000,1
4954,1467493,2099242,Risk 1 (High),60607,41.886677450000001,-87.648609809999996,1,1,0,Canvass Re-Inspection,2008,FULTON,297.214699999999990,751.483799999999970,373.551600000000010,1268.570700000000000,2
4955,1441527,2099265,Risk 1 (High),60657,41.939807950000002,-87.653678720000002,1,1,0,Canvass,1906,BELMONT,1184.664399999999900,456.020300000000020,208.755799999999990,1003.346400000000000,2
4956,1501466,2099284,Risk 1 (High),60605,41.864001539999997,-87.624225730000006,0,1,0,Consultation,2007,MICHIGAN,707.928199999999950,427.396000000000020,457.328800000000000,1857.813300000000000,5
4957,1490747,2099425,Risk 1 (High),60632,41.807787390000001,-87.703817450000003,1,1,0,Canvass,1984,KEDZIE,1296.380600000000000,412.316899999999980,980.811900000000040,1657.758000000000000,1
4958,1497857,2099465,Risk 1 (High),60625,41.979411140000003,-87.692540080000001,1,1,1,Canvass,1964,LINCOLN,284.371100000000010,484.781999999999980,595.052400000000030,2927.003200000000100,2
4959,1329698,2099479,Risk 1 (High),60639,41.931249819999998,-87.775907000000004,1,1,0,Canvass,1961,DIVERSEY,603.194600000000040,741.967499999999970,354.276299999999990,3481.274399999999800,1
4960,1453289,2099528,Risk 1 (High),60604,41.879489329999998,-87.624498119999998,1,1,0,Canvass,1958,MICHIGAN,164.268100000000000,1022.532700000000000,770.691299999999960,1239.052600000000000,1
4961,1401374,2099561,Risk 1 (High),60620,41.735860340000002,-87.666015090000002,1,1,0,Canvass,1924,87TH,67.202900000000000,511.035399999999980,446.489300000000010,2868.090299999999800,1
4962,1459637,2099575,Risk 1 (High),60613,41.947359980000002,-87.653932449999999,1,1,0,Complaint,1901,ADDISON,739.694200000000020,172.102000000000000,495.218999999999990,2112.646099999999900,1
4963,1501607,2099581,Risk 1 (High),60654,41.893839610000001,-87.637247819999999,0,1,0,Complaint Re-Inspection,1953,ERIE,354.047399999999980,538.935799999999970,332.782800000000010,1587.236100000000100,3
4964,1464590,2099660,Risk 1 (High),60626,42.009028680000000,-87.661887300000004,1,1,0,Canvass,1970,SHERIDAN,310.087800000000020,397.859500000000030,351.614899999999980,945.195100000000020,2
4965,1496222,2099722,Risk 1 (High),60615,41.801901890000003,-87.621926290000005,1,1,0,Complaint,2005,51ST,514.230900000000020,375.732300000000010,210.457699999999990,3128.418999999999900,2
4966,1325083,2102586,Risk 1 (High),60647,41.910150150000000,-87.692714659999993,1,1,0,Canvass,1904,NORTH,313.685700000000000,371.486499999999980,344.684900000000030,989.544099999999960,1
4967,1424423,2102697,Risk 1 (High),60631,41.991482259999998,-87.797811640000006,1,1,1,Canvass,1990,NORTHWEST,535.076199999999970,970.488299999999980,1114.352300000000000,2738.385000000000200,1
4968,1441508,2102722,Risk 1 (High),60657,41.939845529999999,-87.651104970000006,1,1,0,Canvass,1911,BELMONT,474.004399999999980,282.245499999999990,422.182200000000020,305.863600000000020,2
4969,1447479,2102789,Risk 1 (High),60607,41.884277220000001,-87.648658530000006,0,1,0,Canvass Re-Inspection,1884,RANDOLPH,472.436699999999970,436.389099999999980,43.044699999999999,1600.903399999999900,2
4970,1497697,2102981,Risk 1 (High),60643,41.721150399999999,-87.658966649999996,1,1,0,Canvass,1954,95TH,141.614499999999990,732.741300000000020,66.367400000000004,2155.978999999999800,2
4971,1399221,2103019,Risk 1 (High),60625,41.968828610000003,-87.708339310000000,1,1,0,Canvass,1987,KEDZIE,133.988599999999990,690.532199999999990,580.910499999999960,1295.949599999999900,1
